SKU_ID,Mfg_Part_Num,Part_Desc,E1_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,Classpath,MOBILE_DESC,INVOICE_DESC,UNSPSC,ATTRIBUTE_LABEL_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_UOM_1,ATTRIBUTE_LABEL_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_UOM_2,ATTRIBUTE_LABEL_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_UOM_3,ATTRIBUTE_LABEL_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_UOM_4,ATTRIBUTE_LABEL_5,ATTRIBUTE_VALUE_5,ATTRIBUTE_UOM_5
GT200-SKU-050,TYPE-X-V05,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 5,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100049,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-051,PDSH4816AF-V06,PDSH4816AF Dishwasher SS Built-In Variant 6,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100050,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-052,WDTS7024RZ-V06,WDTS7024RZ Eco Series Dishwasher SS Variant 6,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100051,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-053,D0724A-V06,Framing Saw Blade 7-1/4 in 24T Variant 6,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100052,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-054,3MABR-V06,Cubitron II Cut-Off Wheel 4-1/2 in Variant 6,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100053,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-055,AUTONET-V06,Abranet 6 in Grip Mesh Disc 180 Grit Variant 6,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100054,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-056,KRAFTFORM-V06,Kraftform Plus Slotted Screwdriver 1/4 in Variant 6,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100055,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-057,SHOCKWAVE-V06,Shockwave Impact Duty Insert Bit PH2 Variant 6,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100056,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-058,5362-W-V06,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 6,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100057,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-059,AH5966Y-V06,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 6,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100058,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
GT200-SKU-060,TYPE-X-V06,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 6,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100059,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-061,PDSH4816AF-V07,PDSH4816AF Dishwasher SS Built-In Variant 7,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100060,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-062,WDTS7024RZ-V07,WDTS7024RZ Eco Series Dishwasher SS Variant 7,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100061,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-063,D0724A-V07,Framing Saw Blade 7-1/4 in 24T Variant 7,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100062,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-064,3MABR-V07,Cubitron II Cut-Off Wheel 4-1/2 in Variant 7,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100063,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-065,AUTONET-V07,Abranet 6 in Grip Mesh Disc 180 Grit Variant 7,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100064,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-066,KRAFTFORM-V07,Kraftform Plus Slotted Screwdriver 1/4 in Variant 7,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100065,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-067,SHOCKWAVE-V07,Shockwave Impact Duty Insert Bit PH2 Variant 7,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100066,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-068,5362-W-V07,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 7,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100067,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-069,AH5966Y-V07,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 7,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100068,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
GT200-SKU-070,TYPE-X-V07,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 7,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100069,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-071,PDSH4816AF-V08,PDSH4816AF Dishwasher SS Built-In Variant 8,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100070,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-072,WDTS7024RZ-V08,WDTS7024RZ Eco Series Dishwasher SS Variant 8,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100071,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-073,D0724A-V08,Framing Saw Blade 7-1/4 in 24T Variant 8,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100072,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-074,3MABR-V08,Cubitron II Cut-Off Wheel 4-1/2 in Variant 8,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100073,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-075,AUTONET-V08,Abranet 6 in Grip Mesh Disc 180 Grit Variant 8,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100074,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-076,KRAFTFORM-V08,Kraftform Plus Slotted Screwdriver 1/4 in Variant 8,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100075,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-077,SHOCKWAVE-V08,Shockwave Impact Duty Insert Bit PH2 Variant 8,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100076,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-078,5362-W-V08,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 8,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100077,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-079,AH5966Y-V08,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 8,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100078,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
GT200-SKU-080,TYPE-X-V08,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 8,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100079,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-081,PDSH4816AF-V09,PDSH4816AF Dishwasher SS Built-In Variant 9,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100080,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-082,WDTS7024RZ-V09,WDTS7024RZ Eco Series Dishwasher SS Variant 9,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100081,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-083,D0724A-V09,Framing Saw Blade 7-1/4 in 24T Variant 9,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100082,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-084,3MABR-V09,Cubitron II Cut-Off Wheel 4-1/2 in Variant 9,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100083,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-085,AUTONET-V09,Abranet 6 in Grip Mesh Disc 180 Grit Variant 9,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100084,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-086,KRAFTFORM-V09,Kraftform Plus Slotted Screwdriver 1/4 in Variant 9,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100085,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-087,SHOCKWAVE-V09,Shockwave Impact Duty Insert Bit PH2 Variant 9,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100086,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-088,5362-W-V09,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 9,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100087,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-089,AH5966Y-V09,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 9,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100088,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
GT200-SKU-090,TYPE-X-V09,Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft Variant 9,-- Unbranded --,Certainteed Gypsum (2765),Certainteed Gypsum,CertainTeed®,CertainTeed,Building Materials>Drywall>Gypsum Panels,"• CertainTeed® Fire-Rated Type X Gypsum Board 5/8 in x 4 ft x 8 ft
• High Durability Industrial Grade",CERTAINTEED FIRE-RATED TYPE X GYPSUM BOARD,40100089,Thickness,5/8,in,Width,4,ft,Length,8,ft,Fire Rating,Type X,,Edge Detail,Tapered,
GT200-SKU-091,PDSH4816AF-V10,PDSH4816AF Dishwasher SS Built-In Variant 10,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Rheem Manufacturing,FRIGIDAIRE®,FRIGIDAIRE,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• FRIGIDAIRE® PDSH4816AF Dishwasher SS Built-In
• High Durability Industrial Grade",FRIGIDAIRE PDSH4816AF DISHWASHER SS BUILT,40100090,Voltage Rating,120,V,Amperage Rating,15,A,Sound Level,47,dBA,Material,Stainless Steel,,Depth With Door Open,50-1/4,in
GT200-SKU-092,WDTS7024RZ-V10,WDTS7024RZ Eco Series Dishwasher SS Variant 10,-- Unbranded --,Appliance Dealers Cooperative (APPDE),Whirlpool Corporation,Whirlpool®,Whirlpool,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"• Whirlpool® WDTS7024RZ Eco Series Dishwasher SS
• High Durability Industrial Grade",WHIRLPOOL WDTS7024RZ ECO SERIES DISHWASH,40100091,Voltage Rating,120,V,Amperage Rating,10,A,Sound Level,41,dBA,Material,Stainless Steel,,Depth With Door Open,50-3/16,in
GT200-SKU-093,D0724A-V10,Framing Saw Blade 7-1/4 in 24T Variant 10,-- Unbranded --,Freud Inc (2435),Freud Inc,Diablo®,Diablo,Tools & Hardware>Power Tool Accessories>Saw Blades,"• Diablo® Framing Saw Blade 7-1/4 in 24T
• High Durability Industrial Grade",DIABLO FRAMING SAW BLADE 7-1/4 IN 24T,40100092,Blade Diameter,7-1/4,in,Number of Teeth,24,,Arbor Size,5/8,in,Kerf Thickness,0.059,in,Material,Carbide,
GT200-SKU-094,3MABR-V10,Cubitron II Cut-Off Wheel 4-1/2 in Variant 10,-- Unbranded --,3 M Co (5293),3 M Co,3M®,3M,Tools & Hardware>Abrasives>Bonded Abrasives>Cut-Off Wheels,"• 3M® Cubitron II Cut-Off Wheel 4-1/2 in
• High Durability Industrial Grade",3M CUBITRON II CUT-OFF WHEEL 4-1/,40100093,Wheel Diameter,4-1/2,in,Thickness,0.045,in,Arbor Hole Size,7/8,in,Maximum Speed,13300,rpm,Abrasive Material,Precision Shaped Grain,
GT200-SKU-095,AUTONET-V10,Abranet 6 in Grip Mesh Disc 180 Grit Variant 10,-- Unbranded --,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,Mirka,Tools & Hardware>Abrasives>Coated Abrasives>Sanding Discs,"• Mirka® Abranet 6 in Grip Mesh Disc 180 Grit
• High Durability Industrial Grade",MIRKA ABRANET 6 IN GRIP MESH DISC 18,40100094,Disc Diameter,6,in,Grit,180,,Backing Weight,Mesh,,Abrasive Material,Aluminum Oxide,,Attachment Type,Grip,
GT200-SKU-096,KRAFTFORM-V10,Kraftform Plus Slotted Screwdriver 1/4 in Variant 10,-- Unbranded --,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,Wera,Tools & Hardware>Hand Tools>Screwdrivers,"• Wera® Kraftform Plus Slotted Screwdriver 1/4 in
• High Durability Industrial Grade",WERA KRAFTFORM PLUS SLOTTED SCREWDR,40100095,Tip Size,1/4,in,Shank Length,4,in,Handle Material,Multi-Component,,Overall Length,8-1/2,in,Tip Type,Slotted,
GT200-SKU-097,SHOCKWAVE-V10,Shockwave Impact Duty Insert Bit PH2 Variant 10,-- Unbranded --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee®,Milwaukee,Tools & Hardware>Power Tool Accessories>Driver Bits,"• Milwaukee® Shockwave Impact Duty Insert Bit PH2
• High Durability Industrial Grade",MILWAUKEE SHOCKWAVE IMPACT DUTY INSERT B,40100096,Drive Size,1/4,in,Bit Size,PH2,,Overall Length,1,in,Material,Alloy Steel,,Shank Type,Hex,
GT200-SKU-098,5362-W-V10,Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V Variant 10,-- Unbranded --,Leviton Mfg Co (4927),Leviton Mfg Co,Leviton®,Leviton,Electrical & Lighting>Wiring Devices>Receptacles,"• Leviton® Extra Heavy Duty Industrial Grade Duplex Receptacle 20A 125V
• High Durability Industrial Grade",LEVITON EXTRA HEAVY DUTY INDUSTRIAL GR,40100097,Voltage Rating,125,V,Amperage Rating,20,A,NEMA Configuration,5-20R,,Number of Poles,2,,Color,White,
GT200-SKU-099,AH5966Y-V10,Arrow Hart Safety Grip Heavy Duty Plug 15A 125V Variant 10,-- Unbranded --,Cooper Wiring Devices (3560),Cooper Wiring Devices,Cooper®,Cooper,Electrical & Lighting>Wiring Devices>Plugs & Connectors,"• Cooper® Arrow Hart Safety Grip Heavy Duty Plug 15A 125V
• High Durability Industrial Grade",COOPER ARROW HART SAFETY GRIP HEAVY D,40100098,Voltage Rating,125,V,Amperage Rating,15,A,NEMA Configuration,5-15P,,Number of Wires,3,,Material,Nylon,
